"Registrant","Registration #","RegistrationDate","TerminationDate"
"Taiwan Democratic Progressive Party Mission in the U.S.","6187","09/06/2013",""
"Taiwan Democratic Progressive Party Mission in the U.S.","5013","04/12/1995","04/30/2001"
"Taiwan Trade Center New York Inc.","3652","02/28/1985",""
"Tamen & Tamen","5108","05/22/1996","11/30/1996"
"Tamen & Tamen - Attorneys at Law","5456","09/07/2001","03/31/2002"
"Tanaka, Michele N.","948","04/24/1956","07/23/1993"
"Targeted Communications Global LLC","7553","03/03/2025",""
"Targeted Victory, LLC","6281","03/17/2015","03/31/2017"
"Tate Law Group, P.C.","7363","01/25/2024","02/01/2024"
"Tate, Florence","3159","08/25/1980","03/31/1981"
"Taussig-Tomb & Associates","2217","11/05/1970","12/31/1988"
"Tauzin Consultants","6149","01/14/2013","09/19/2013"
"Tavori, Avner","4027","08/18/1987","02/18/1991"
"Taylor & Hammond, Ltd.","2977","11/09/1978","05/02/1985"
"Taylor, Simon","5896","12/04/2008","02/27/2012"
"Tayoun, Joseph John","3315","12/03/1981","12/31/1987"
"Tea Council of the U.S.A., Inc.","1853","02/10/1965","06/30/1997"
"Team Eagle","5466","12/19/2001","12/31/2004"
"Team Eagle Consulting, LLC","7477","10/19/2024",""
"Teckle, Tesfu Berhane","5707","08/25/2005","08/31/2008"
"Teddy Kollek for Mayor","4164","08/02/1988","03/30/1990"
"Teddy Kollek for Mayor","4828","07/09/1993","03/21/1994"
"Teeley & Associates, Inc.","4264","06/06/1989","02/28/1990"
"Teeley-MacDonald Partnership","3689","06/11/1985","03/27/1987"
"Teferra, Mesfin","5961","11/12/2009","11/25/2009"
"Teicher, Howard R.","4389","06/19/1990","05/03/1994"
"Tele-Press Associates, Inc.","2832","09/30/1977","12/31/2004"
"Telegraph Avenue LLC","7265","05/01/2023","10/08/2023"
"Teller-Sanchez, Leonel Eugenio","3829","05/08/1986","11/08/1988"
"Telmer, Frederick Harold","4314","11/06/1989","06/05/1991"
"Tenam Corporation","6638","02/18/2019","12/31/2020"
"Tendler, Paul Marc","3181","12/08/1980","03/17/1988"
"Teneo Strategy LLC","6698","07/08/2019",""
"Terakeet LLC","6806","03/24/2020",""
"Teramura International, Inc.","3716","08/07/1985","12/09/1986"
"Terrab, Mostafa","6198","11/21/2013","11/21/2013"
"Tesolin-Hamilton, Elizabeth Leigh","5629","06/30/2004","12/31/2009"
"Tethong, Tenzin","4734","04/12/1991","04/12/1991"
"Tew Cardenas, LLP","5562","06/10/2003","01/31/2009"
"Tex McCrary, Inc.","995","01/28/1957","12/31/1957"
"Thadd Garrett & Associates, Inc.","2973","11/07/1978","01/16/1981"
"Thales, Inc.","4628","04/02/1992","10/31/2001"
"Thatcher & Company, Inc.","7497","12/10/2024",""
"The Aloft Group, LLC","7447","08/21/2024",""
"The Bennett Group DC, LLC","7479","10/21/2024",""
"The Brooks Law Firm PC","7178","10/06/2022",""
"The Burson Group LLC","6227","06/18/2014",""
"The Color Nine Group LLC","7525","01/22/2025",""
"The Cormac Group LLC","7406","05/10/2024",""
"The Cormac Group LLC","7219","01/13/2023","08/15/2023"
"The Cormac Group LLC","6906","01/09/2021","06/30/2021"
"The Dreams Over Dollars Foundation","7348","12/17/2023","12/17/2023"
"The Elevation Association, LLC","7187","10/14/2022","08/15/2023"
"The Estopinan Group LLC","7546","02/25/2025",""
"The Gallagher Group, LLC","7046","11/15/2021","11/05/2023"
"The Ingram Group","7535","02/07/2025",""
"The Marshall Harris Group","7245","03/16/2023","11/13/2023"
"The Mellinger Group, LLC","6333","12/28/2015","03/18/2016"
"The Porter O'Brien Agency Inc.","7537","02/11/2025",""
"The Potomac Square Group","7161","08/29/2022","10/30/2023"
"The Public Policy Advocacy and Research Council","7168","09/12/2022","09/19/2022"
"The Raben Group LLC","7140","07/16/2022",""
"The Space Trader, LLC","7340","10/27/2023","03/25/2024"
"The Van Aucker Group","7066","01/04/2022","12/31/2022"
"The Van Aucker Group","7260","04/18/2023",""
"The Vogel Group, LLC","7332","10/10/2023",""
"The Whitaker Group, Inc.","7482","10/22/2024",""
"Theros & Theros, LLP","5581","10/24/2003","04/20/2004"
"ThirdCircle, Inc.","6540","04/13/2018",""
"Thomas Capitol Partners, Inc.","5982","03/22/2010",""
"Thomas H. Miner & Associates, Inc.","2695","06/08/1976","06/08/1976"
"Thomas L. Richmond, Inc.","3015","05/04/1979","12/07/1981"
"Thomas L. Richmond, Inc.","3875","08/22/1986","02/12/1987"
"Thompson & Company","4094","02/25/1988","09/23/1994"
"Thompson & Mitchell","3436","01/11/1983","12/19/1989"
"Thompson Advisory Group, LLC","6159","03/25/2013","06/05/2014"
"Thompson Group, Inc.","4792","04/08/1993","12/01/1993"
"Thompson International Group","6370","08/17/2016","08/04/2017"
"Thompson, Hine & Flory","3365","04/26/1982","06/22/1984"
"Thomsen Enterprises, Ltd.","3135","08/05/1980","09/30/1981"
"Thomson-CSF, Inc.","4447","11/29/1990","12/31/1991"
"Thornton II, D. Whitney","3113","06/20/1980","01/10/1983"
"Thornton, Harkley R.","4701","07/29/1992","05/06/1994"
"Thunderbolt Consulting, LLC","6988","08/09/2021","08/09/2021"
"Thy Hashemite Sovereign Royal Family of Iraq Office in the USA","6034","04/18/2011","04/18/2011"
"Tiber Creek Group, Inc.","6816","04/10/2020",""
"Tigercomm, LLC","6511","01/23/2018","04/19/2018"
"Timilty, Joseph F.","3548","01/16/1984","02/12/1986"
"Tiongson, Noel Viri","5023","06/08/1995","06/08/1995"
"Tirana, Bardyl R.","4863","10/22/1993","04/30/1999"
"Tishby, Noa","7110","04/28/2022","04/02/2023"
"Tomb & Associates, LLC","5805","05/02/2007","05/31/2007"
"Tompos, Andy","2622","10/28/1975","12/30/1988"
"Tool Shed Group, LLC","5916","03/09/2009","03/31/2016"
"Top of Mind Public Relations","6989","08/10/2021","03/01/2022"
"Torick, Emil L.","4435","11/14/1990","07/22/1991"
"Torres, Eduardo","4400","07/16/1990","01/31/1992"
"Torres, Reinerio, Jr.","3175","12/01/1980","06/26/1987"
"Total Circulation Services, Inc.","3126","07/28/1980","02/07/1989"
"Tourism Australia","1032","06/03/1957",""
"Tourism Authority of Thailand, Chicago","4622","02/21/1992","05/30/1998"
"Tourism Authority of Thailand, Los Angeles","2178","12/19/1969",""
"Tourism Authority of Thailand, New York","1897","06/01/1965",""
"Tourism British Columbia","3380","06/16/1982","06/30/1993"
"Tourism Ireland","536","08/16/1948","12/31/2002"
"Tourism Ireland Limited","5594","11/20/2003",""
"Tourism Queensland","4146","05/31/1988","05/01/2014"
"Tourist Office for Flanders, Belgium - New York Office","5840","11/15/2007",""
"Towsey, Kenneth Howard","3382","06/16/1982","07/14/1987"
"Tractman, Bernard L.","3163","11/04/1980","06/29/1983"
"Trade Management International, Inc.","3735","09/19/1985","06/29/1988"
"TrailRunner International LLC","6808","03/27/2020","08/14/2020"
"Trailblazer Group","6385","10/27/2016","05/31/2018"
"Tramposch, Albert","5779","12/07/2006","12/31/2008"
"Trans Pacific Partners, LLC","5445","07/09/2001","06/30/2002"
"TransAtlantic Futures, Inc.","5383","09/22/2000","12/30/2000"
"TransAtlantic Futures, Inc.","5314","06/15/1999","12/31/1999"
"TransAtlantic Futures, Inc.","4353","03/16/1990","03/31/1994"
"TransNational, Inc.","3779","02/18/1986","04/18/1987"
"TransPacific Communications & Research Company","4173","08/26/1988","03/30/1999"
"TransSwiss Exports, Ltd.","3899","10/21/1986","12/31/1987"
"Transcontinental Financial & Trading Corporation","3156","10/10/1980","08/22/1986"
"Transitional National Council of Libya, Office of the Representative to the United States","6035","04/21/2011","07/15/2011"
"Transpacific Communications","5258","06/01/1998","06/30/1998"
"Transworld Insurance Brokers","4404","08/08/1990","01/01/1991"
"Trevino Strategies & Media, Inc.","6152","01/24/2013","01/24/2013"
"Tribune Films, Inc.","1810","10/29/1964","06/02/1993"
"Triconsultants, Inc.","6684","05/24/2019","12/19/2019"
"Tricuro, LLC","6285","03/11/2015","01/31/2024"
"Trident DMG LLC","7319","09/07/2023",""
"Trinidad & Tobago Tourist Board","3231","04/20/1981","04/20/1994"
"Trinidad-Tobago Industrial Development Corporation","1889","04/30/1965","03/24/1987"
"Tripp, Umbach & Associates, Inc.","4724","10/20/1992","10/31/2002"
"Trippe, Jerry Collier","2243","02/18/1971","01/31/1991"
"Trippi & Associates","6515","01/24/2018","03/31/2018"
"Triumph Communications International Group, Inc.","5379","07/28/2000","01/31/2001"
"Trombone Associates, Inc.","4601","12/06/1991","12/31/2000"
"Tromson Monroe Advertising, Inc.","2403","01/09/1973","12/30/1991"
"Trouillot, Mildred","4763","02/08/1993","08/31/1995"
"Trout Cacheris, PLLC","5733","02/21/2006","03/30/2011"
"Troutman Sanders LLP","5618","04/28/2004","06/01/2007"
"Troutman Sanders, LLP","5329","09/24/1999","09/30/2001"
"Tuba, Paulo","4318","11/30/1989","03/24/1993"
"Tucker & Associates","4292","09/14/1989","08/31/1990"
"Tully Rinckey, PLLC","7020","09/30/2021","09/30/2022"
"Tunisia Investment Promotion Agency","3011","04/02/1979","08/01/1981"
"Tunisian National Tourist Office","2610","09/25/1975","08/01/1981"
"Tunisian Trade Office","2982","12/05/1978","06/16/1981"
"Tur Partners, LLC","6196","11/18/2013","05/27/2014"
"Turken Foundation Inc.","7121","05/18/2022",""
"Turkish Consulate Office of Culture & Information Attache","498","10/22/1947","03/01/1993"
"Turkish Radio Television Corporation (TRT)","6780","03/12/2020",""
"Tusk Strategies LLC","7452","09/03/2024","02/28/2025"
"Tusk Ventures LLC","6543","04/24/2018","01/01/2019"
"Tuskenis, Edward","5167","04/01/1997","10/31/1997"
"Tutwiler, M. Ann","5083","12/04/1995","12/06/1995"
"Tuzex Center, Division of Omnitrade Industrial Company, Ltd.","2592","06/17/1975","06/25/1992"
"Twin Rocks Global, LLC","6578","07/25/2018","10/15/2018"
"TwinLogic Strategies, LLP","6276","02/08/2015","01/01/2017"
"Tybrett Company","5087","12/14/1995","06/01/1996"
"U.S. - Emirates Alliance, LLC","5785","01/22/2007","12/31/2011"
"U.S. - Southern Sudan Development Company","6002","09/23/2010","09/23/2010"
"U.S. Austroplan, Inc.","1982","06/14/1966","06/14/1969"
"U.S. Branch Plaid Cymru","2653","01/21/1976","07/22/1991"
"U.S. Commerical & Distribution","1074","10/28/1957","09/30/1958"
"U.S. Committee for the Movimiento de Salvacion Nacional","2783","05/12/1977","05/17/1978"
"U.S. Legal Advisors PLLC","7169","09/12/2022",""
"U.S. Mission of the Syrian Democratic Council","6516","01/31/2018",""
"U.S. Office of the British Broadcasting Corporation","505","12/01/1947","03/12/1993"
"U.S. Office of the National Coalition of Syrian Revolution and Opposition Forces","6164","04/08/2013","04/08/2013"
"U.S. Productions, Inc.","1978","05/24/1966","05/24/1966"
"U.S. Representative Offices of the Development Bank of Japan","5344","11/18/1999","09/30/2008"
"U.S. Representative Offices of the Japan Development Bank","5152","01/21/1997","09/30/1999"
"U.S.- Mongolia Advisory Group, Inc.","4623","02/24/1992","02/24/1992"
"U.S.-China - Shantou Technology Trade & Investment Resources","3688","06/07/1985","07/15/1988"
"U.S.-China Trade Consultants, Inc.","3220","03/30/1981","03/08/1983"
"U.S.-Cuban Sugar Council","347","03/07/1946","12/31/1961"
"U.S.-Japan Dialogue of the Year 2001 Committee","4039","09/18/1987","07/31/1988"
"U.S.-Namibia (South West Africa) Trade & Cultural Council","3146","09/09/1980","12/29/1989"
"U.S.A. Expo, Inc.","4445","12/07/1990","02/14/1991"
"US Africa Development Corporation","6427","05/10/2017","06/01/2017"
"US FED Group","6040","05/19/2011","09/07/2012"
"USA SOUTH BRIDGE LOGISTICS INC","7359","01/09/2024",""
"USAFFE Veterans Mission","469","06/06/1947","06/06/1947"
"USSA International LLC","7252","03/31/2023",""
"Uch Power, Ltd.","5010","04/06/1995","05/03/1995"
"Uch Power, Ltd.","5079","11/20/1995","01/31/1996"
"Ukrainian Technical Assistance Foundation","4752","01/14/1993","08/31/1993"
"Ultramar International Corporation","673","04/26/1951","06/30/1953"
"Umansky Network, LLC","5747","04/18/2006","07/30/2006"
"Underwood, Jordan Associates, Inc.","2361","07/28/1972","04/09/1975"
"Unicorp International, Inc.","2818","08/03/1977","12/31/1978"
"Unidad Revolucionaria","1492","11/22/1961","11/22/1961"
"Union Nacional Sinarquista","123","09/14/1942","02/26/1964"
"Union Nacional Sinarquista, Inc.","367","08/16/1946","02/16/1960"
"Union Nationale des Ouvriers d'Haiti en Exil","1502","12/18/1961","12/18/1961"
"Union of International Democrats LLC","7450","08/27/2024","09/15/2024"
"Union of Oromo in N.A.--Tokkummaa Oromoo Ameerikaa Bitaa","4425","10/17/1990","11/10/1993"
"Union of Oromo in North America","4312","11/02/1989","10/20/1993"
"Unique Solution Advisors","7191","11/12/2022","01/02/2023"
"United African National Council of Zimbabwe","2667","03/12/1976","01/18/1980"
"United Chinese Associations of the Eastern United States Inc.","7326","09/19/2023","09/19/2023"
"United Friends, Inc.","3083","01/21/1980","12/31/1988"
"United Hellenic Front","2601","08/11/1975","08/11/1975"
"United International Consultants","3701","07/10/1985","03/18/1992"
"United Korean Committee in America","189","04/23/1943","12/31/1945"
"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)","6130","09/05/2012","05/16/2019"
"United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)","5639","08/11/2004","08/31/2006"
"United Nicaraguan Opposition, Washington Office","3831","05/14/1986","07/08/1987"
"United Somali Congress","4415","09/26/1990","04/19/1993"
"United States Arab-Asian Institute, Inc.","1028","05/16/1957","05/16/1960"
"United States Center for Diplomacy, Inc.","7162","09/01/2022","12/15/2022"
"United States of Africa Consultancy Inc.","7180","10/07/2022",""
"United States of Biafra-Biafra Republic Government in Exile-Defacto","7536","02/10/2025",""
"United World Films, Inc.","1952","01/14/1966","05/22/1972"
"Unity Party USA and Canada National Chapter","7309","08/27/2023",""
"Universal Public Relations","898","06/27/1955","12/31/1955"
"Universal Research & Consultants, Inc.","1013","03/26/1957","03/31/1959"
"Universal Trading Corporation","450","04/04/1947","01/29/1959"
"University Travel Company","1218","04/16/1959","03/07/1960"
"Untermeyer, Charles Graves","6751","11/19/2019","10/01/2022"
"Urenco, Inc.","3904","11/12/1986","12/12/1990"
"Urenco, Inc.","5137","11/08/1996","05/31/2019"
"Urruela, Rafael J.","504","11/28/1947","04/06/1948"
"Uyehara, Cecil Hideo","795","11/16/1953","07/23/1954"
"Uzbekistan Government Tourist Board","5145","12/12/1996","12/31/1996"
"VHB Engineering, Surveying and Landscape Architecture, P.C.","6157","03/12/2013","03/12/2013"
"VML, Inc.","6400","12/23/2016","10/31/2018"
"VOID","4841","08/11/1993","08/11/1993"
"VOID","4840","08/09/1993","08/09/1993"
"VOID","4096","03/17/1988","03/17/1988"
"VS Global, LLC","7489","11/15/2024",""
"Valcour, LLC","7373","02/15/2024",""
"Valdez, Abelardo L.","4567","09/18/1991","04/29/1994"
"Valis Associates","5427","04/24/2001","10/31/2002"
"Valis Associates","5660","12/13/2004","12/31/2005"
"Valladares, Fernando","6167","05/03/2013","07/31/2015"
"ValueBridge, Inc. dba ValueBridge International","6404","02/27/2017","03/16/2017"
"Van Brunt & Company Advertising-Marketing, Inc.","1704","04/02/1964","12/31/1992"
"Van Den Berge, Petrus Jacobus","48","07/15/1942","12/31/1942"
"Van Dyk Associates, Inc.","4861","10/05/1993","10/31/1994"
"Van Dyk Associates, Inc.","4201","01/09/1989","02/15/1991"
"Van Dyke, Jon M.","4056","11/12/1987","05/15/1990"
"Van Fleet - Meredith Group","4891","02/04/1994","12/31/1995"
"Van Loon, Jean","5063","09/11/1995","09/30/1996"
"Van Ness, Feldman & Curtis, P.C.","4379","05/24/1990","12/20/1991"
"Van Ness, Feldman & Curtis, P.C.","4085","01/22/1988","02/21/1990"
"Van Ness, Feldman, A Professional Corporation","4696","07/27/1992","07/31/1997"
"Van Ness, Feldman, Sutcliffe, Curtis & Levenberg","3458","04/20/1983","06/30/1984"
"Van Scoyoc Associates, Inc.","5401","12/14/2000","12/31/2021"
"Van Sickle, Valerie L.","5592","12/15/2003","12/31/2009"
"Van Vechten & Associates, Inc.","3272","08/27/1981","03/07/1983"
"Vangh, Nkajlo V.","5498","05/17/2002","05/17/2002"
"Vanguard Africa","6411","03/26/2017",""
"Vantage Outcomes, LLC","5691","06/27/2005","07/06/2005"
"VantageKnight LLC","7521","01/17/2025",""
"VantageKnight LLC","6953","04/30/2021","04/30/2021"
"VantageKnight LLC","7105","04/06/2022","04/04/2023"
"Vanuatu Logistics & Administrative Services Limited","7488","11/14/2024",""
"Varah, Robert C.","3560","02/07/1984","02/28/1992"
"Varney, Kevin P.","5223","12/27/1997","12/31/1997"
"Vazquez, Jose Infanzon","1105","01/14/1958","07/14/1958"
"Vechesloff, Igor","3750","10/21/1985","10/21/1985"
"Vedder, Price, Kaufman, Kammholz & Day","4980","12/13/1994","06/30/1995"
"Vega Jr., Luis Angel","6905","01/08/2021","01/08/2021"
"Vega Jr., Luis Angel","7286","06/20/2023",""
"Velitchkov, Angel","7041","11/10/2021","05/02/2022"
"Venable, Baetjer, Howard & Civiletti","4499","04/15/1991","10/10/1991"
"Venable, LLP","5931","04/17/2009",""
"Venable, LLP","5435","05/29/2001","01/31/2007"
"Venezuela Information Office","5567","07/11/2003","01/31/2004"
"Venezuelan Government Tourist Bureau","1776","08/03/1964","02/03/1987"
"Venn Strategies","7472","10/01/2024",""
"Venn Strategies, LLC","6110","06/14/2012","03/31/2014"
"Vermillion Advisors LLC","7338","10/22/2023",""
"Verner, Liipfert, Bernhard & McPherson","3169","11/24/1980","06/25/1981"
"Verner, Liipfert, Bernhard & McPherson","2882","04/10/1978","09/16/1980"
"Verner, Liipfert, Bernhard, McPherson & Hand, Chartered","3760","12/09/1985","04/18/1986"
"Verstandig & Associates, Inc.","3890","09/25/1986","04/25/1987"
"Verstandig & Associates, Inc.","3972","05/04/1987","11/06/1987"
"Verstandig & Associates, Inc.","4383","06/08/1990","07/30/1991"
"Veve, Michael E.","4751","01/13/1993","01/31/2010"
"Via/Net Companies","4856","10/04/1993","10/31/1993"
"Viard, Angelo","7244","03/16/2023","11/07/2024"
"Vicini, Felipe J.","2732","11/04/1976","04/01/1981"
"Vicini, Felipe J.","3347","03/25/1982","03/25/1993"
"Vickers, Eugene B.","4050","10/14/1987","05/08/1991"
"Vicki Assevero & Associates, Ltd.","4494","04/02/1991","10/31/1992"
"Victor Atiyeh & Company","4125","04/22/1988","04/05/1994"
"Victorian Government Business Office, Los Angeles","3266","08/06/1981","07/08/1993"
"Video Placement Worldwide - A Division of JD Communikaters","5468","01/30/2002","07/31/2002"
"Vigderhouse, Mildred","3366","04/27/1982","06/03/1982"
"Vigilant Worldwide Communications, LLC","6237","07/31/2014","11/30/2014"
"Villares Overseas Corporation","3523","09/29/1983","10/25/1985"
"Vinson & Elkins","3758","11/22/1985","05/21/1987"
"Vinson & Elkins","4277","08/10/1989","03/28/1990"
"Vinson & Elkins LLP","7142","07/19/2022","07/10/2023"
"Vinson & Elkins LLP","7498","12/10/2024",""
"Vinson & Elkins, L.L.P.","4921","06/20/1994","12/31/1995"
"Vinson & Elkins, LLP","5797","03/07/2007","04/18/2008"
"Vintilla, Victoria A.","2624","10/30/1975","12/31/1988"
"Vippi Media Inc.","7057","12/10/2021","03/13/2022"
"Vision Americas International LLC","7413","05/22/2024",""
"Vision Americas LLC","6877","10/14/2020",""
"Vision Americas, LLC","5907","02/19/2009","10/31/2017"
"Visit Mexico USA, LLC","7184","10/12/2022",""
"VisitBritain","579","07/07/1949",""
"VisitDenmark","634","07/25/1950",""
"VisitSweden","4885","01/26/1994",""
"Vista Group Corp.","6028","03/24/2011","06/30/2012"
"Vitello Consulting","6495","12/06/2017","12/31/2017"
"Vogl Communications, Inc.","4593","11/13/1991","11/10/1994"
"Volvo North American Corporation","3864","07/29/1986","07/29/1986"
"Volz, Christofer Ashton","2701","06/29/1976","10/08/1976"
